x_Traject
45.30756431
45.33274461
45.35787381
45.38295209
45.40797961
45.43295652
45.457883
45.4827592
45.50758529
45.53236143
45.55708777
45.58176448
45.60639171
45.63096964
45.6554984
45.67997817
45.70440911
45.72879136
45.75312509
45.77741045
45.80164759
45.82583669
45.84997788
45.87407132
45.89811718
45.9221156
45.94606673
45.96997074
45.99382776
46.01763796
46.04140149
46.06511849
46.08878913
46.11241354
46.13599188
46.1595243
46.18301095
46.20645197
46.22984752
46.25319775
46.27650279
46.2997628
46.32297793
46.34614832
46.36927411
46.39235546
46.4153925
46.43838539
46.46133427
46.48423927
46.50710055
46.52991824
46.55269249
46.57542344
46.59811124
46.62075602
46.64335793
46.6659171
46.68843368
46.7109078
46.73333961
46.75572924
46.77807684
46.80038253
46.82264646
46.84486877
46.86704959
46.88918906
46.91128732
46.93334449
46.95536073
46.97733615
46.9992709
47.0211651
47.0430189
47.06483243
47.08660582
47.1083392
47.1300327
47.15168646
47.17330061
47.19487528
47.21641059
47.23790669
47.25936369
47.28078173
47.30216094
47.32350145
47.34480338
47.36606687
47.38729203
47.40847901
47.42962791
47.45073888
47.47181204
47.4928475
47.51384541
47.53480588
47.55572903
47.576615
47.5974639
47.61827586
47.63905101
47.65978945
47.68049133
47.70115675
47.72178585
47.74237873
47.76293553
47.78345636
47.80394135
47.8243906
47.84480425
47.86518241
47.8855252
47.90583274
47.92610515
47.94634254
47.96654503
47.98671274
48.00684578
48.02694428
48.04700834
48.06703808
48.08703362
48.10699507
48.12692255
48.14681617
48.16667605
48.18650229
48.20629501
48.22605432
48.24578034
48.26547318
48.28513295
48.30475976
48.32435372
48.34391494
48.36344353
48.38293961
48.40240327
48.42183464
48.44123382
48.46060091
48.47993604
48.49923929
48.51851079
48.53775064
48.55695894
48.57613581
48.59528135
48.61439566
48.63347885
48.65253102
48.67155229
48.69054275
48.70950251
48.72843167
48.74733034
48.76619861
48.7850366
48.80384441
48.82262213
48.84136987
48.86008774
48.87877582
48.89743423
48.91606306
48.93466241
48.95323239
48.9717731
48.99028462
49.00876707
49.02722054
49.04564513
49.06404093
49.08240805
49.10074658
49.11905662
49.13733827
49.15559162
49.17381677
49.19201381
49.21018285
49.22832397
49.24643727
49.26452285
49.28258079
49.3006112
49.31861417
49.33658979
49.35453815
49.37245935
49.39035348
49.40822063
49.4260609
49.44387437
49.46166113
49.47942128
49.49715491
49.51486211
49.53254297
49.55019758
49.56782602
49.58542839
49.60300478
49.62055527
49.63807996
49.65557892
49.67305226
49.69050005
49.70792238
49.72531935
49.74269103
49.76003752
49.77735889
49.79465524
49.81192665
49.8291732
49.84639499
49.86359209
49.88076459
49.89791257
